"","Indice","Latitud","Longitud","Sector","Hora","colClasses"
"15072",92,-0.2132298,-78.4846652," LA FLORESTA","18:00:40","character"
"15073",59,-0.1833843,-78.4823471," LA CAROLINA","17:20:48","POSIXct"
"15074",153,-0.2177948,-78.5058868,"ND","08:37:25","numeric"
"15075",162,-0.2043785,-78.498677," LA MARISCAL","02:51:27","numeric"
"15076",95,-0.1659212,-78.4924221," Parque Suecia","05:53:15","numeric"
"15077",156,-0.2091367,-78.4959358,"ND","23:53:05","character"
"15078",33,-0.2110357,-78.4967566," CENTRO HISTORICO","11:03:55","POSIXct"
"15079",242,-0.220391,-78.511719,"ND","02:38:48","numeric"
"15080",223,-0.2910908,-78.4675419,"ND","15:47:29","numeric"
"15081",93,-0.1993414,-78.4754705," LA FLORESTA","11:28:34","numeric"
"15082",46,-0.2167434,-78.5085985," CENTRO HISTORICO","08:02:24","character"
"15083",259,-0.223575,-78.515831,"ND","20:15:13","POSIXct"
"15084",186,-0.2285236,-78.5068631," LA MARIN","10:42:33","numeric"
"15085",154,-0.2171994,-78.5053825," CENTRO HISTORICO","21:15:19","numeric"
"15086",267,-0.127787,-78.470157,"ND","22:48:04","numeric"
"15087",29,-0.2218503,-78.5132253," CENTRO HISTORICO","05:33:29","character"
"15088",117,-0.099136,-78.453081," NO DEFINIDO","12:49:34","POSIXct"
"15089",154,-0.2171994,-78.5053825," CENTRO HISTORICO","23:18:56","numeric"
"15090",33,-0.2110357,-78.4967566," CENTRO HISTORICO","04:01:51","numeric"
"15091",200,-0.2809013,-78.5336315,"ND","02:27:13","numeric"
"15092",26,-0.2203993,-78.5131261," CENTRO HISTORICO","14:13:22","character"
"15093",131,-0.1988908,-78.4345293," Antiguo Convenio","21:15:24","POSIXct"
"15094",130,-0.1568178,-78.4395236," NAYON","09:33:36","numeric"
"15095",204,-0.2895701,-78.5385132,"ND","16:16:01","numeric"
"15096",96,-0.1660875,-78.4917837," Parque Suecia","19:00:17","numeric"
"15097",97,-0.1450752,-78.4885597," Bicentenario","23:22:38","character"
"15098",239,-0.119253,-78.490336," LA OFELIA","09:08:21","POSIXct"
"15099",238,-0.119486,-78.453083,"ND","05:42:37","numeric"
"15100",151,-0.2340918,-78.5142767,"ND","14:42:37","numeric"
"15101",252,-0.219911,-78.509958,"ND","17:51:48","numeric"
"15102",147,-0.2394026,-78.5169268," CHIMBACALLE","02:45:36","character"
"15103",243,-0.219723,-78.511905,"ND","19:12:46","POSIXct"
"15104",256,-0.21911,-78.512791,"ND","23:36:05","numeric"
"15105",22,-0.2121542,-78.5065841," CENTRO HISTORICO","16:16:07","numeric"
"15106",27,-0.2186639,-78.5102991," CENTRO HISTORICO","17:40:57","numeric"
"15107",91,-0.2126498,-78.4847694," LA FLORESTA","15:40:18","character"
"15108",245,-0.220349,-78.51105,"ND","02:20:56","POSIXct"
"15109",180,-0.2365594,-78.527441,"ND","13:13:45","numeric"
"15110",128,-0.3001911,-78.5490886," QUITUMBE","16:36:27","numeric"
"15111",176,-0.1966806,-78.4998035,"ND","11:44:52","numeric"
"15112",129,-0.2219094,-78.5084766," LA MARIN","00:23:43","character"
"15113",22,-0.2121542,-78.5065841," CENTRO HISTORICO","15:40:08","POSIXct"
"15114",268,-0.126856,-78.470375,"ND","22:31:04","numeric"
"15115",235,-0.2027531,-78.4401298," CUMBAYA","15:03:48","numeric"
"15116",210,-0.3010229,-78.4456095,"ND","03:01:51","numeric"
"15117",90,-0.21347,-78.4828919999999," LA FLORESTA","15:10:03","character"
"15118",141,-0.1154437,-78.49747," COTOCOLLAO","08:12:24","POSIXct"
"15119",27,-0.2186639,-78.5102991," CENTRO HISTORICO","09:05:08","numeric"
"15120",230,-0.2147693,-78.4453654,"ND","13:35:16","numeric"
"15121",11,-0.2218235,-78.5181606," CENTRO HISTORICO","23:43:16","numeric"
"15122",100,-0.1420711,-78.4883022," Bicentenario","19:54:23","character"
"15123",89,-0.210997,-78.482433," LA FLORESTA","14:47:40","POSIXct"
"15124",239,-0.119253,-78.490336," LA OFELIA","10:29:57","numeric"
"15125",12,-0.2227623,-78.5170072," CENTRO HISTORICO","22:16:43","numeric"
"15126",166,-0.2081819,-78.4902871," LA FLORESTA","01:36:50","numeric"
"15127",171,-0.1818374,-78.4898365," LA CAROLINA","22:05:03","character"
"15128",121,-0.113134,-78.4945629999999," LA DELICIA","10:46:27","POSIXct"
"15129",11,-0.2218235,-78.5181606," CENTRO HISTORICO","02:21:32","numeric"
"15130",181,-0.2408724,-78.5319042," LA MAGDALENA","16:40:22","numeric"
"15131",117,-0.099136,-78.453081," NO DEFINIDO","02:15:25","numeric"
"15132",197,-0.2602807,-78.5227633,"ND","02:04:59","character"
"15133",215,-0.2964122,-78.4407949,"ND","14:59:44","POSIXct"
"15134",2,-0.2200103,-78.5150975," CENTRO HISTORICO","17:43:46","numeric"
"15135",80,-0.206621,-78.4853789999999," LA FLORESTA","09:07:49","numeric"
"15136",40,-0.2198333,-78.51322," CENTRO HISTORICO","13:38:59","numeric"
"15137",114,-0.2856326,-78.441098," EL TINGO","22:47:39","character"
"15138",115,-0.2921986,-78.4001434," LA MERCED","01:18:03","POSIXct"
"15139",259,-0.223575,-78.515831,"ND","10:48:20","numeric"
"15140",243,-0.219723,-78.511905,"ND","13:09:19","numeric"
"15141",113,-0.2921879,-78.4777826," CONOCOTO","16:53:55","numeric"
"15142",94,-0.2001353,-78.4755349," LA FLORESTA","03:30:56","character"
"15143",75,-0.205317,-78.4795209999999," LA FLORESTA","16:00:52","POSIXct"
"15144",61,-0.1761082,-78.4827232," LA CAROLINA","19:46:11","numeric"
"15145",135,-0.1285989,-78.4709734," Antiguo Convenio","04:15:34","numeric"
"15146",25,-0.2141417,-78.5022765," CENTRO HISTORICO","11:48:49","numeric"
"15147",183,-0.2575448,-78.5436416,"ND","20:34:49","character"
"15148",191,-0.2786482,-78.5528255," CHILLOGALLO","23:21:03","POSIXct"
"15149",174,-0.2026673,-78.486886,"ND","20:56:53","numeric"
"15150",260,-0.224285,-78.514084,"ND","22:16:27","numeric"
"15151",66,-0.2689066,-78.4674454," LA CAROLINA","17:00:28","numeric"
"15152",126,-0.2030404,-78.4895484," LA MARISCAL","16:57:01","character"
"15153",103,-0.2340865,-78.5148132," NO DEFINIDO","12:17:25","POSIXct"
"15154",221,-0.2901494,-78.4680194,"ND","13:01:45","numeric"
"15155",36,-0.2152629,-78.5068095," CENTRO HISTORICO","00:24:14","numeric"
"15156",139,-0.2698078,-78.4637868," CONOCOTO","04:59:41","numeric"
"15157",145,-0.2529851,-78.5213685," EL RECREO","14:29:49","character"
"15158",227,-0.2780099,-78.4567434,"ND","16:26:01","POSIXct"
"15159",229,-0.2085252,-78.4398937,"ND","11:50:10","numeric"
"15160",107,-0.238544299999999,-78.5251665," NO DEFINIDO","01:02:30","numeric"
"15161",199,-0.271696,-78.5290182,"ND","13:29:02","numeric"
"15162",207,-0.2876335,-78.4458268,"ND","02:33:34","character"
"15163",245,-0.220349,-78.51105,"ND","10:04:20","POSIXct"
"15164",20,-0.218578,-78.5139415," CENTRO HISTORICO","09:02:44","numeric"
"15165",224,-0.2600661,-78.4519262," GUANGOPOLO","19:27:27","numeric"
"15166",138,-0.1941486,-78.5120988," Antiguo Convenio","00:06:42","numeric"
"15167",196,-0.1630352,-78.4725308," EL INCA","11:20:25","character"
"15168",13,-0.223127,-78.5150599," CENTRO HISTORICO","07:05:20","POSIXct"
"15169",106,-0.2205414,-78.5014772," NO DEFINIDO","07:09:14","numeric"
"15170",216,-0.2863836,-78.4403578,"ND","19:00:18","numeric"
"15171",267,-0.127787,-78.470157,"ND","00:46:15","numeric"
"15172",164,-0.2097751,-78.5006028,"ND","20:22:06","character"
"15173",144,-0.219254,-78.38552," TUMBACO","08:01:02","POSIXct"
"15174",50,-0.2178056,-78.5052806," CENTRO HISTORICO","17:35:52","numeric"
"15175",149,-0.2264798,-78.5129893,"ND","21:02:20","numeric"
"15176",126,-0.2030404,-78.4895484," LA MARISCAL","17:22:59","numeric"
"15177",37,-0.2076293,-78.5052967," CENTRO HISTORICO","18:56:14","character"
"15178",146,-0.2444665,-78.5189438," VILLAFLORA","13:05:25","POSIXct"
"15179",73,-0.2015298,-78.479274," LA FLORESTA","07:49:55","numeric"
"15180",231,-0.2105422,-78.4464598," CUMBAYA","12:11:40","numeric"
"15181",85,-0.2075673,-78.4837538," LA FLORESTA","19:31:59","numeric"
"15182",234,-0.2117814,-78.4056902,"ND","18:50:40","character"
"15183",10,-0.2234436,-78.5163448," CENTRO HISTORICO","19:20:59","POSIXct"
"15184",41,-0.2228065,-78.5125803," CENTRO HISTORICO","14:23:52","numeric"
"15185",143,-0.208611,-78.3934164," TUMBACO","03:22:32","numeric"
"15186",8,-0.2232826,-78.5160497," CENTRO HISTORICO","05:49:36","numeric"
"15187",75,-0.205317,-78.4795209999999," LA FLORESTA","06:12:26","character"
"15188",194,-0.2241892,-78.5130215," CENTRO HISTORICO","20:32:18","POSIXct"
"15189",216,-0.2863836,-78.4403578,"ND","08:46:36","numeric"
"15190",216,-0.2863836,-78.4403578,"ND","17:44:51","numeric"
"15191",204,-0.2895701,-78.5385132,"ND","00:13:14","numeric"
"15192",114,-0.2856326,-78.441098," EL TINGO","15:54:14","character"
"15193",184,-0.2613428,-78.5471499,"ND","14:25:51","POSIXct"
"15194",56,-0.1880037,-78.4855529," LA CAROLINA","04:24:20","numeric"
"15195",201,-0.2935825,-78.5400582,"ND","18:16:21","numeric"
"15196",82,-0.2082518,-78.4902239," LA FLORESTA","11:50:45","numeric"
"15197",208,-0.2942451,-78.4430024,"ND","08:56:27","character"
"15198",249,-0.221413,-78.513905,"ND","12:04:18","POSIXct"
"15199",22,-0.2121542,-78.5065841," CENTRO HISTORICO","10:24:57","numeric"
"15200",253,-0.219367,-78.50844,"ND","21:08:08","numeric"
"15201",57,-0.1856246,-78.4845739," LA CAROLINA","06:26:03","numeric"
"15202",240,-0.20815,-78.512958,"ND","08:25:07","character"
"15203",75,-0.205317,-78.4795209999999," LA FLORESTA","17:19:57","POSIXct"
"15204",71,-0.1969489,-78.4894449," LA CAROLINA","14:02:04","numeric"
"15205",203,-0.2785195,-78.5316896,"ND","18:54:39","numeric"
"15206",228,-0.3119072,-78.4717798,"ND","13:26:58","numeric"
"15207",53,-0.1863515,-78.4854832," LA CAROLINA","02:38:18","character"
"15208",29,-0.2218503,-78.5132253," CENTRO HISTORICO","09:06:31","POSIXct"
"15209",181,-0.2408724,-78.5319042," LA MAGDALENA","06:51:14","numeric"
"15210",192,-0.1636789,-78.4848046," EL INCA","21:23:26","numeric"
"15211",214,-0.2937703,-78.4352749,"ND","15:25:14","numeric"
"15212",23,-0.2133263,-78.5077858," CENTRO HISTORICO","15:54:48","character"
"15213",77,-0.2048775,-78.482971," LA FLORESTA","20:21:29","POSIXct"
"15214",56,-0.1880037,-78.4855529," LA CAROLINA","17:32:29","numeric"
"15215",256,-0.21911,-78.512791,"ND","11:45:51","numeric"
"15216",253,-0.219367,-78.50844,"ND","22:04:08","numeric"
"15217",48,-0.2228883,-78.5104707," CENTRO HISTORICO","05:00:49","character"
"15218",72,-0.2037455,-78.4947288," LA CAROLINA","05:15:58","POSIXct"
"15219",66,-0.2689066,-78.4674454," LA CAROLINA","12:05:34","numeric"
"15220",181,-0.2408724,-78.5319042," LA MAGDALENA","10:14:15","numeric"
"15221",211,-0.3069049,-78.4381798,"ND","00:07:19","numeric"
"15222",135,-0.1285989,-78.4709734," Antiguo Convenio","23:10:02","character"
"15223",123,-0.2063694,-78.4962994," LA MARISCAL","12:09:52","POSIXct"
"15224",108,-0.2070983,-78.4953994," NO DEFINIDO","23:26:26","numeric"
"15225",138,-0.1941486,-78.5120988," Antiguo Convenio","03:05:55","numeric"
"15226",151,-0.2340918,-78.5142767,"ND","13:47:26","numeric"
"15227",206,-0.285418,-78.444947,"ND","17:32:56","character"
"15228",220,-0.2802709,-78.4628319,"ND","12:59:10","POSIXct"
"15229",211,-0.3069049,-78.4381798,"ND","04:00:46","numeric"
"15230",6,-0.2238485,-78.5151109," CENTRO HISTORICO","12:24:31","numeric"
"15231",119,-0.1998054,-78.431611," NO DEFINIDO","05:51:48","numeric"
"15232",27,-0.2186639,-78.5102991," CENTRO HISTORICO","11:08:08","character"
"15233",216,-0.2863836,-78.4403578,"ND","12:56:11","POSIXct"
"15234",41,-0.2228065,-78.5125803," CENTRO HISTORICO","20:47:09","numeric"
"15235",10,-0.2234436,-78.5163448," CENTRO HISTORICO","10:09:10","numeric"
"15236",54,-0.1867726,-78.4849656," LA CAROLINA","12:39:52","numeric"
"15237",20,-0.218578,-78.5139415," CENTRO HISTORICO","01:51:59","character"
"15238",63,-0.17665,-78.4828306," LA CAROLINA","07:35:24","POSIXct"
"15239",73,-0.2015298,-78.479274," LA FLORESTA","12:33:53","numeric"
"15240",30,-0.2207828,-78.5104116," CENTRO HISTORICO","17:33:26","numeric"
"15241",3,-0.2235964,-78.5129652," CENTRO HISTORICO","14:08:02","numeric"
"15242",164,-0.2097751,-78.5006028,"ND","02:41:25","character"
"15243",127,-0.2484601,-78.5257342," Antiguo Convenio","19:34:28","POSIXct"
"15244",18,-0.2175588,-78.5131609," CENTRO HISTORICO","02:29:31","numeric"
"15245",25,-0.2141417,-78.5022765," CENTRO HISTORICO","16:07:03","numeric"
"15246",148,-0.2310341,-78.5133702,"ND","19:37:50","numeric"
"15247",73,-0.2015298,-78.479274," LA FLORESTA","02:37:18","character"
"15248",176,-0.1966806,-78.4998035,"ND","16:42:24","POSIXct"
"15249",23,-0.2133263,-78.5077858," CENTRO HISTORICO","21:39:43","numeric"
"15250",29,-0.2218503,-78.5132253," CENTRO HISTORICO","18:25:07","numeric"
"15251",7,-0.2235642,-78.5155964," CENTRO HISTORICO","11:54:59","numeric"
"15252",212,-0.3065536,-78.438035,"ND","15:06:26","character"
"15253",261,-0.22564,-78.513395,"ND","20:11:20","POSIXct"
"15254",3,-0.2235964,-78.5129652," CENTRO HISTORICO","03:04:49","numeric"
"15255",32,-0.2079941,-78.4973198," CENTRO HISTORICO","11:47:03","numeric"
"15256",58,-0.1830296,-78.4822974," LA CAROLINA","00:00:43","numeric"
"15257",46,-0.2167434,-78.5085985," CENTRO HISTORICO","08:37:10","character"
"15258",256,-0.21911,-78.512791,"ND","16:49:30","POSIXct"
"15259",222,-0.2891463,-78.4669572,"ND","03:40:20","numeric"
"15260",138,-0.1941486,-78.5120988," Antiguo Convenio","05:14:22","numeric"
"15261",206,-0.285418,-78.444947,"ND","21:09:37","numeric"
"15262",130,-0.1568178,-78.4395236," NAYON","05:26:47","character"
"15263",218,-0.2789004,-78.4632664," CONOCOTO","04:30:07","POSIXct"
"15264",196,-0.1630352,-78.4725308," EL INCA","22:21:41","numeric"
"15265",88,-0.2102299,-78.4825548," LA FLORESTA","16:44:16","numeric"
"15266",113,-0.2921879,-78.4777826," CONOCOTO","08:18:30","numeric"
"15267",20,-0.218578,-78.5139415," CENTRO HISTORICO","03:54:56","character"
"15268",116,-0.246505,-78.5238898," NO DEFINIDO","23:45:32","POSIXct"
"15269",41,-0.2228065,-78.5125803," CENTRO HISTORICO","11:52:57","numeric"
"15270",159,-0.1915898,-78.4930927,"ND","04:51:07","numeric"
"15271",54,-0.1867726,-78.4849656," LA CAROLINA","18:57:07","numeric"
"15272",109,-0.2019538,-78.501724," NO DEFINIDO","10:25:35","character"
"15273",247,-0.221011,-78.511657,"ND","08:43:47","POSIXct"
"15274",266,-0.209506,-78.497329,"ND","00:10:36","numeric"
"15275",158,-0.1982256,-78.4959358,"ND","08:36:11","numeric"
"15276",34,-0.2220435,-78.5160148," CENTRO HISTORICO","22:37:14","numeric"
"15277",26,-0.2203993,-78.5131261," CENTRO HISTORICO","05:33:18","character"
"15278",183,-0.2575448,-78.5436416,"ND","22:27:52","POSIXct"
"15279",220,-0.2802709,-78.4628319,"ND","17:52:50","numeric"
"15280",55,-0.1882612,-78.4840509," LA CAROLINA","15:54:15","numeric"
"15281",81,-0.2088524,-78.4895095," LA FLORESTA","17:11:24","numeric"
"15282",27,-0.2186639,-78.5102991," CENTRO HISTORICO","20:40:39","character"
"15283",132,-0.2013945,-78.4794541," GUAPULO","10:29:08","POSIXct"
"15284",105,-0.2174944,-78.5187292," NO DEFINIDO","23:53:21","numeric"
"15285",41,-0.2228065,-78.5125803," CENTRO HISTORICO","12:52:39","numeric"
"15286",10,-0.2234436,-78.5163448," CENTRO HISTORICO","15:33:57","numeric"
"15287",128,-0.3001911,-78.5490886," QUITUMBE","05:50:57","character"
"15288",190,-0.2834332,-78.5443068," QUITUMBE","23:51:39","POSIXct"
"15289",137,-0.3446081,-78.55937," GUAMANI","10:04:53","numeric"
"15290",85,-0.2075673,-78.4837538," LA FLORESTA","00:54:43","numeric"
"15291",253,-0.219367,-78.50844,"ND","20:50:17","numeric"
"15292",41,-0.2228065,-78.5125803," CENTRO HISTORICO","08:38:44","character"
"15293",14,-0.221448,-78.5115623," CENTRO HISTORICO","00:54:24","POSIXct"
"15294",135,-0.1285989,-78.4709734," Antiguo Convenio","22:39:53","numeric"
"15295",177,-0.1970883,-78.5000396,"ND","14:39:20","numeric"
"15296",121,-0.113134,-78.4945629999999," LA DELICIA","10:59:51","numeric"
"15297",109,-0.2019538,-78.501724," NO DEFINIDO","06:30:14","character"
"15298",75,-0.205317,-78.4795209999999," LA FLORESTA","08:48:03","POSIXct"
"15299",179,-0.2046092,-78.5061228,"ND","22:49:20","numeric"
"15300",23,-0.2133263,-78.5077858," CENTRO HISTORICO","22:51:39","numeric"
"15301",57,-0.1856246,-78.4845739," LA CAROLINA","14:01:32","numeric"
"15302",64,-0.1767251,-78.4821975," LA CAROLINA","17:03:51","character"
"15303",223,-0.2910908,-78.4675419,"ND","03:17:14","POSIXct"
"15304",127,-0.2484601,-78.5257342," Antiguo Convenio","23:10:51","numeric"
"15305",2,-0.2200103,-78.5150975," CENTRO HISTORICO","04:57:36","numeric"
"15306",90,-0.21347,-78.4828919999999," LA FLORESTA","19:54:08","numeric"
"15307",194,-0.2241892,-78.5130215," CENTRO HISTORICO","03:35:22","character"
"15308",126,-0.2030404,-78.4895484," LA MARISCAL","20:49:21","POSIXct"
"15309",209,-0.2988879,-78.4438151,"ND","23:48:47","numeric"
"15310",98,-0.1450108,-78.4870148," Bicentenario","23:29:58","numeric"
"15311",114,-0.2856326,-78.441098," EL TINGO","18:22:23","numeric"
"15312",244,-0.219732,-78.511187,"ND","10:34:54","character"
"15313",13,-0.223127,-78.5150599," CENTRO HISTORICO","22:11:08","POSIXct"
"15314",91,-0.2126498,-78.4847694," LA FLORESTA","21:27:41","numeric"
"15315",120,-0.2021764,-78.4886912," NO DEFINIDO","23:13:28","numeric"
"15316",71,-0.1969489,-78.4894449," LA CAROLINA","21:46:55","numeric"
"15317",58,-0.1830296,-78.4822974," LA CAROLINA","15:16:45","character"
"15318",126,-0.2030404,-78.4895484," LA MARISCAL","16:08:49","POSIXct"
"15319",78,-0.2055912,-78.4844403," LA FLORESTA","12:12:17","numeric"
"15320",218,-0.2789004,-78.4632664," CONOCOTO","13:59:18","numeric"
"15321",105,-0.2174944,-78.5187292," NO DEFINIDO","09:54:03","numeric"
"15322",97,-0.1450752,-78.4885597," Bicentenario","09:32:58","character"
"15323",27,-0.2186639,-78.5102991," CENTRO HISTORICO","06:43:26","POSIXct"
"15324",87,-0.2096066,-78.4832425," LA FLORESTA","22:53:08","numeric"
"15325",259,-0.223575,-78.515831,"ND","21:54:27","numeric"
"15326",214,-0.2937703,-78.4352749,"ND","01:23:00","numeric"
"15327",122,-0.3140441,-78.4737277," CONOCOTO","16:13:34","character"
"15328",73,-0.2015298,-78.479274," LA FLORESTA","15:50:40","POSIXct"
"15329",190,-0.2834332,-78.5443068," QUITUMBE","17:13:02","numeric"
"15330",161,-0.2008649,-78.4970462," SANTA CLARA","08:41:05","numeric"
"15331",26,-0.2203993,-78.5131261," CENTRO HISTORICO","05:55:23","numeric"
"15332",222,-0.2891463,-78.4669572,"ND","12:15:15","character"
"15333",102,-0.2351862,-78.5164869," NO DEFINIDO","11:41:44","POSIXct"
"15334",104,-0.239890699999999,-78.516503," NO DEFINIDO","15:43:03","numeric"
"15335",92,-0.2132298,-78.4846652," LA FLORESTA","05:21:57","numeric"
"15336",91,-0.2126498,-78.4847694," LA FLORESTA","08:47:20","numeric"
"15337",46,-0.2167434,-78.5085985," CENTRO HISTORICO","14:06:48","character"
"15338",115,-0.2921986,-78.4001434," LA MERCED","08:45:51","POSIXct"
"15339",168,-0.1888808,-78.4921646,"ND","13:33:51","numeric"
"15340",264,-0.228977,-78.518449,"ND","23:41:35","numeric"
"15341",90,-0.21347,-78.4828919999999," LA FLORESTA","01:36:24","numeric"
"15342",252,-0.219911,-78.509958,"ND","09:54:53","character"
"15343",65,-0.2683487,-78.4680891," LA CAROLINA","11:28:44","POSIXct"
"15344",176,-0.1966806,-78.4998035,"ND","21:42:51","numeric"
"15345",194,-0.2241892,-78.5130215," CENTRO HISTORICO","03:01:06","numeric"
"15346",174,-0.2026673,-78.486886,"ND","18:36:05","numeric"
"15347",145,-0.2529851,-78.5213685," EL RECREO","01:47:12","character"
"15348",155,-0.215912,-78.5030544,"ND","22:40:44","POSIXct"
"15349",22,-0.2121542,-78.5065841," CENTRO HISTORICO","21:57:25","numeric"
"15350",105,-0.2174944,-78.5187292," NO DEFINIDO","21:45:09","numeric"
"15351",13,-0.223127,-78.5150599," CENTRO HISTORICO","01:06:44","numeric"
"15352",108,-0.2070983,-78.4953994," NO DEFINIDO","13:00:13","character"
"15353",52,-0.1839268,-78.4869182," LA CAROLINA","13:22:18","POSIXct"
"15354",206,-0.285418,-78.444947,"ND","15:13:40","numeric"
"15355",268,-0.126856,-78.470375,"ND","12:23:54","numeric"
"15356",88,-0.2102299,-78.4825548," LA FLORESTA","06:35:47","numeric"
"15357",147,-0.2394026,-78.5169268," CHIMBACALLE","19:48:52","character"
"15358",61,-0.1761082,-78.4827232," LA CAROLINA","06:53:00","POSIXct"
"15359",116,-0.246505,-78.5238898," NO DEFINIDO","12:17:59","numeric"
"15360",73,-0.2015298,-78.479274," LA FLORESTA","19:43:15","numeric"
"15361",121,-0.113134,-78.4945629999999," LA DELICIA","21:55:06","numeric"
"15362",129,-0.2219094,-78.5084766," LA MARIN","22:11:06","character"
"15363",158,-0.1982256,-78.4959358,"ND","14:37:21","POSIXct"
"15364",214,-0.2937703,-78.4352749,"ND","04:32:11","numeric"
"15365",212,-0.3065536,-78.438035,"ND","09:25:18","numeric"
"15366",14,-0.221448,-78.5115623," CENTRO HISTORICO","03:28:16","numeric"
"15367",76,-0.2041237,-78.4814931," LA FLORESTA","11:19:13","character"
"15368",82,-0.2082518,-78.4902239," LA FLORESTA","15:15:54","POSIXct"
"15369",3,-0.2235964,-78.5129652," CENTRO HISTORICO","12:36:26","numeric"
"15370",35,-0.2173174,-78.5090894," CENTRO HISTORICO","11:18:24","numeric"
"15371",56,-0.1880037,-78.4855529," LA CAROLINA","07:05:18","numeric"
"15372",225,-0.3036461,-78.477104,"ND","11:27:15","character"
"15373",147,-0.2394026,-78.5169268," CHIMBACALLE","05:51:34","POSIXct"
"15374",176,-0.1966806,-78.4998035,"ND","05:29:28","numeric"
"15375",30,-0.2207828,-78.5104116," CENTRO HISTORICO","21:05:59","numeric"
"15376",124,-0.2123661,-78.4050894," TUMBACO","05:54:12","numeric"
"15377",127,-0.2484601,-78.5257342," Antiguo Convenio","11:43:35","character"
"15378",188,-0.272726,-78.5379767,"ND","09:21:15","POSIXct"
"15379",100,-0.1420711,-78.4883022," Bicentenario","09:32:15","numeric"
"15380",114,-0.2856326,-78.441098," EL TINGO","13:24:52","numeric"
"15381",93,-0.1993414,-78.4754705," LA FLORESTA","04:35:59","numeric"
"15382",97,-0.1450752,-78.4885597," Bicentenario","12:02:41","character"
"15383",19,-0.220284,-78.5095749," CENTRO HISTORICO","17:32:57","POSIXct"
"15384",223,-0.2910908,-78.4675419,"ND","06:59:22","numeric"
"15385",214,-0.2937703,-78.4352749,"ND","22:52:46","numeric"
"15386",132,-0.2013945,-78.4794541," GUAPULO","21:57:04","numeric"
"15387",24,-0.2136053,-78.5015953," CENTRO HISTORICO","18:41:04","character"
"15388",193,-0.1784632,-78.4781742,"ND","03:40:55","POSIXct"
"15389",18,-0.2175588,-78.5131609," CENTRO HISTORICO","03:15:43","numeric"
"15390",250,-0.221246,-78.512436,"ND","02:35:38","numeric"
"15391",250,-0.221246,-78.512436,"ND","07:11:57","numeric"
"15392",70,-0.1923677,-78.4883291," LA CAROLINA","13:58:01","character"
"15393",215,-0.2964122,-78.4407949,"ND","06:16:00","POSIXct"
"15394",151,-0.2340918,-78.5142767,"ND","02:24:46","numeric"
"15395",54,-0.1867726,-78.4849656," LA CAROLINA","20:21:19","numeric"
"15396",225,-0.3036461,-78.477104,"ND","12:14:20","numeric"
"15397",249,-0.221413,-78.513905,"ND","17:53:29","character"
"15398",215,-0.2964122,-78.4407949,"ND","06:25:22","POSIXct"
"15399",82,-0.2082518,-78.4902239," LA FLORESTA","03:37:03","numeric"
"15400",206,-0.285418,-78.444947,"ND","02:28:20","numeric"
"15401",184,-0.2613428,-78.5471499,"ND","21:50:36","numeric"
"15402",137,-0.3446081,-78.55937," GUAMANI","21:49:35","character"
"15403",182,-0.2457754,-78.5342002,"ND","15:04:13","POSIXct"
"15404",72,-0.2037455,-78.4947288," LA CAROLINA","10:43:21","numeric"
"15405",218,-0.2789004,-78.4632664," CONOCOTO","18:10:06","numeric"
"15406",210,-0.3010229,-78.4456095,"ND","03:56:36","numeric"
"15407",57,-0.1856246,-78.4845739," LA CAROLINA","03:27:37","character"
"15408",120,-0.2021764,-78.4886912," NO DEFINIDO","21:04:54","POSIXct"
"15409",182,-0.2457754,-78.5342002,"ND","05:06:32","numeric"
"15410",226,-0.3027449,-78.4767312,"ND","06:00:18","numeric"
"15411",37,-0.2076293,-78.5052967," CENTRO HISTORICO","18:14:59","numeric"
"15412",10,-0.2234436,-78.5163448," CENTRO HISTORICO","05:03:40","character"
"15413",149,-0.2264798,-78.5129893,"ND","09:29:42","POSIXct"
"15414",242,-0.220391,-78.511719,"ND","04:42:15","numeric"
"15415",92,-0.2132298,-78.4846652," LA FLORESTA","12:23:42","numeric"
"15416",82,-0.2082518,-78.4902239," LA FLORESTA","14:01:39","numeric"
"15417",228,-0.3119072,-78.4717798,"ND","19:51:02","character"
"15418",132,-0.2013945,-78.4794541," GUAPULO","19:52:05","POSIXct"
"15419",191,-0.2786482,-78.5528255," CHILLOGALLO","19:15:23","numeric"
"15420",87,-0.2096066,-78.4832425," LA FLORESTA","12:05:02","numeric"
"15421",239,-0.119253,-78.490336," LA OFELIA","04:04:03","numeric"
"15422",9,-0.2219683,-78.5141694," CENTRO HISTORICO","05:52:39","character"
"15423",10,-0.2234436,-78.5163448," CENTRO HISTORICO","16:34:51","POSIXct"
"15424",131,-0.1988908,-78.4345293," Antiguo Convenio","11:03:34","numeric"
"15425",204,-0.2895701,-78.5385132,"ND","21:21:54","numeric"
"15426",186,-0.2285236,-78.5068631," LA MARIN","09:24:28","numeric"
"15427",115,-0.2921986,-78.4001434," LA MERCED","20:04:55","character"
"15428",185,-0.2952455,-78.5559046," QUITUMBE","02:24:58","POSIXct"
"15429",65,-0.2683487,-78.4680891," LA CAROLINA","01:17:02","numeric"
"15430",209,-0.2988879,-78.4438151,"ND","16:42:07","numeric"
"15431",127,-0.2484601,-78.5257342," Antiguo Convenio","09:40:03","numeric"
"15432",137,-0.3446081,-78.55937," GUAMANI","17:40:45","character"
"15433",167,-0.1882478,-78.491832,"ND","06:45:46","POSIXct"
